award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_address_line_3,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,award_description,business_funds_indicator_code,business_types_code,action_type_code,record_type_code,fiscal_year_and_quarter_correction,last_modified_date
NNX08AU55A,11,,SAI EXEMPT,47960.00,0.00,47960.0,0.00,,0.00,2014-04-18,2014-04-18,2014-11-18,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,05,"THIS PROPOSAL OUTLINES A NEW THREE YEAR COOPERATIVE AGREEMENT ENTITLED ""MARS SURFACE PROCESS, EXPLORATION AND EDUCATIONAL OUTREACH"" THE PROPOSAL CONT",NON,12,B,2,,2015-09-18 00:00:00
NNX09AD95G,1,,SAI EXEMPT,50000.00,0.00,50000.0,0.00,,0.00,2009-09-02,2009-09-02,2012-02-03,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.AAA,RESEARCH GRANTS FOR THE SPACE PROGRAM,04,SETI INSTITUTE MULTISPECTRAL ANALYSIS AND PHOTOMETRY OF GALILEO EUROPA DATA JUPITER S MOON EUROPA,NON,12,B,2,,2009-10-19 00:00:00
NNX09AV88G,22,,SAI EXEMPT,0.00,0.00,0.0,0.00,,0.00,2015-06-23,2015-06-23,2015-11-30,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,04,WE PROPOSE TO CONTINUE IN OUR ROLE AS THE RINGS NODE FOR THE PLANETARY DATA SYSTEM. OUR FUTURE PLANS BUILD UPON OUR LONG EXPERIENCE IN ADDRESSING THE,NON,12,B,2,,2015-07-20 00:00:00
NNX10AQ70A,5,,SAI EXEMPT,48000.00,0.00,48000.0,0.00,,0.00,2011-11-14,2011-11-14,2014-07-21,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,05,THE PURPOSE OF OUR PROPOSED RESEARCH IS TO INVESTIGATE THE FORMATION AND DISTRIBUTION OF ICES AND ORGANIC MOLECULES IN SPACE. SINCE TONS OF ORGANIC M,NON,12,B,2,,2011-12-20 00:00:00
NNX14AT27A,8,,SAI EXEMPT,25000.00,,25000.00,,,0.00,2017-08-03,2017-08-03,2018-09-11,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49651,MOUNTAIN VIEW               ,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,CA49651,MOUNTAIN VIEW               ,085,SANTA CLARA,CALIFORNIA,94043-4002,18,,43.009,CROSS AGENCY SUPPORT,04,A 4-YEAR MULTIDISCIPLINARY RESEARCH PROGRAM SUPPORTING NASAS STRATEGIC PLAN AND SCIENCE PLAN GOALS AND OBJECTIVES IS PROPOSED.  THE GUIDING THEME FOR THE PROPOSED SCIENCE INVESTIGATIONS IS WATER IN THE SOLAR SYSTEM; THAT FOR THE PROPOSED EXPLORATION WORK IS STEPS TO HUMANS ONMARS.THE PROPOSED SCIENCE INVESTIGATIONS WILL ADDRESS CENTRAL QUESTIONS IN PLANETARY SCIENCE AND ASTROBIOLOGY BY FOCUSING ON STUDIES OF THE ORIGIN AND EVOLUTION OF WATER ON PLANETARY BODIES  IN PARTICULAR VIA EARTH-BASED AND SPACECRAFT INVESTIGATIONS OF PHYSICAL  CHEMICAL  GEOLOGIC  AND HYDROLOGIC FEATURES  SETTINGS  PROPERTIES  AND PROCESSES ON THE EARTH  THE MOON  MARS  ASTEROIDS AND OTHER SMALL BODIES  INCLUDING THE MOONS OF MARS  PHOBOS AND DEIMOS.  THE PROPOSED EXPLORATION WORK WILL PROVIDE CRITICAL SUPPORT TO PLANNING AND IMPLEMENTING THE FUTURE HUMAN EXPLORATION OF MARS BY HELPING ACHIEVE INCREMENTAL STEPS TOWARDS THIS GOAL  IN PARTICULAR VIA THE DEVELOPMENT  TESTING  AND VALIDATION OF NEW EXPLORATION CONCEPTS  TECHNOLOGIES  SYSTEMS  MISSION ARCHITECTURES  OPERATIONS  AND STRATEGIES FOR FUTURE ROBOTIC AND HUMAN MISSIONS TO THE MOON  NEAR-EARTH ASTEROIDS  PHOBOS AND DEIMOS  AND MARS.THE PROPOSED RESEARCH WILL BE CARRIED OUT THROUGH A COMBINATION OF THEORETICAL AND CONCEPT STUDIES  SPACECRAFT MISSION DATA ANALYSIS  FIELD INVESTIGATIONS IN TERRESTRIAL ANALOG ENVIRONMENTS  AND COLLABORATIVE WORKSHOPS.THE PROPOSED EFFORT WILL BUILD ON TWO DECADES OF RELATED INVESTIGATIONS LED BY THE PROPOSING PI  INCLUDING FIELD STUDIES AT THE NASA HAUGHTON-MARS PROJECT ONDEVON ISLAND  HIGH ARCTIC. COORDINATION OF THE PROPOSED RESEARCH ACTIVITIES WITH NASAS SOLAR SYSTEM EXPLORATION RESEARCH VIRTUAL INSTITUTE (SSERVI) WILL BE SOUGHT WHENEVER APPROPRIATE.,NON,M,B,2,,2017-10-18 15:29:16.243044
NNX14AO40G,3,,SAI EXEMPT,148490.00,0.00,148490.0,0.00,,0.00,2017-01-09,2017-01-09,2019-07-24,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (8000),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,CA49651,MOUNTAIN VIEW,013,CONTRA COSTA,CALIFORNIA,940430818,18,,43.001,AEROSPACE EDUCATION SERVICES PROGRAM,04,THE CASSINI DATA SETS HAVE PROVIDED REMARKABLE NEW INSIGHTS ABOUT THE PROCESSES AT WORK AMONG THE RINGS AND SMALL MOONS OF SATURN. GUIDED BY THESE DISCOVERIES  WE WILL SEEK OUT AND INVESTIGATE RELATED PHENOMENA IN THE RING-MOON SYSTEMS ORBITING JUPITER  URANUS  NEPTUNE AND PLUTO. WE WILL EMPLOY DATA FROM VOYAGER  CASSINI AND NEW HORIZONS  COMPLEMENTED BY THE BEST PUBLICLY AVAILABLE DATA FROM HST AND FROM THE W. M. KECK TELESCOPE. WE WILL APPLY NEW AND POWERFUL IMAGE ANALYSIS TECHNIQUES THAT SHOULD ENABLE US TO OBTAIN SIGNIFICANT NEW RESULTS FROM OLD DATA. USING THESE TECHNIQUES WE WILL: (1) SEARCH FOR POSSIBLE MOONS AND RINGS THAT ARE SIGNIFICANTLY FAINTER THAN THE DETECTION THRESHOLDS FROM PREVIOUS STUDIES; (2) EXPAND AND REFINE OUR COLLECTION OF ASTROMETRY AND PHOTOMETRY OF THE SMALL SATELLITES  INCLUDING NEWLY DISCOVERED S/2004 N 1; (3) INVESTIGATE THE ORBITAL INTERACTIONS AMONG THE MOONS OF URANUS  DERIVING THE FIRST CONSTRAINTS ON THE MASSES OF THESE BODIES; (4) STUDY THE APPARENTLY CHAOTIC ROTATION OF PLUTO'S SMALL MOONS; (5) SEEK OUT SUBTLE EDGE MODES IN THE RINGS OF URANUS  WHICH MIGHT HINT AT THE EFFECTS OF UNSEEN SHEPHERD MOONS OR OTHER EXTERNAL FORCES; AND (6) MAKE SENSE OF THE CONFLICTING REPORTS ABOUT CLUMPS AND ASYMMETRIES IN THE FAINT JOVIAN RING.,NON,12,B,2,,2017-02-06 00:00:00
NNX08AO59A,2,,SAI EXEMPT,86845.00,0.00,86845.0,0.00,,0.00,2009-04-10,2009-04-10,2011-05-06,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,05,"""PLANETARY SCIENCE AND EXPLORATION INVESTIGATIONS IN TERRESTRIAL ANALOG ENVIRONMENTS""A MULTIDISCIPLINARY RESEARCH PROGRAM SUPPORTING NASA SCIENCE AN",NON,12,B,2,,2011-07-20 00:00:00
NNX08AO59A,4,,SAI EXEMPT,183300.00,0.00,183300.0,0.00,,0.00,2009-08-17,2009-08-17,2011-05-06,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,05,SETI INSTITUTEPLANETARY SCIENCE AND EXPLORATION INVESTIGATIONS IN TERRESTRIAL ANALOG ENVIRONMENTSA MULTIDISCIPLINARY RESEARCH PROGRAM SUPPORTING NA,NON,12,B,2,,2011-07-20 00:00:00
NNX11AI91G,1,,SAI EXEMPT,-11563.00,0.00,-11563.0,0.00,,0.00,2011-08-01,2011-08-01,2013-05-17,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,04,"OBJECTIVES: IMAGES FROM THE PHOENIX MECA OPTICAL MICROSCOPE (POM) OF SOIL GRAINS AT THE PHOENIX LANDING SITE, WITH HIGHER RESOLUTION THAN ANY IMAGES",NON,12,D,2,,2015-05-20 00:00:00
NNA05CS86A,7,,SAI EXEMPT,26878.00,0.00,26878.0,0.00,,0.00,2008-01-25,2008-02-01,2008-07-31,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N. WHISMAN ROAD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,2172,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940351000,14,,43.001,SCIENCE,05,"UNSOLICITED PROPOSAL ENTITLED ""MOLECULAR SPECTRSCOPY. MODELING OF BROWN SWARFS AND EXTRASOLA GIANT PLANETS""SPACE SCIENCE DIVISION IS FUNDING THIS MU",NON,12,B,2,,2011-03-04 00:00:00
NNX13AK68G,2,,SAI EXEMPT,122911.00,0.00,122911.0,0.00,,0.00,2015-06-03,2015-06-03,2016-05-28,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,04,"THE OVERALL GOALS OF THE PROPOSED MARS RESEARCH ARE TO IDENTIFY LOCATIONS, AREAS, SEASONS, AND TIMES-OF-DAY WITHIN A 10X10 DEGREE STUDY AREA (GREATER",NON,12,B,2,,2015-07-06 00:00:00
NNX11AI13A,5,,SAI EXEMPT,100000.00,0.00,100000.0,0.00,,0.00,2011-12-12,2011-12-12,2013-11-12,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,05,"IN DECEMBER 2001, KEPLER BECAME THE 10TH MISSION SELECTED FOR FLIGHT BY NASA'S DISCOVERY PROGRAM, AND THE FIRST SUCH ORIENTED TO ACHIEVE GOALS UNDER",NON,12,B,2,,2015-08-05 00:00:00
NNX11AG06A,5,,SAI EXEMPT,107532.00,0.00,107532.0,0.00,,0.00,2012-07-26,2012-07-26,2014-03-06,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,05,"FOR THE 3-YEAR PERIOD, WE INTEND TO INVESTIGATE HOW SUCH A SYSTEM CAN PHOTOSYNTHETICALLY DRIVE BOTH ENZYMATIC AND PREBIOTIC CHEMISTRY IN GENERAL AND",NON,12,B,2,,2015-08-05 00:00:00
NNX10AH17A,1,,SAI EXEMPT,70000.00,0.00,70000.0,0.00,,0.00,2010-08-26,2010-08-26,2011-03-31,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.AAA,RESEARCH GRANTS FOR THE SPACE PROGRAM,05,THIS COOPERATIVE AGREEMENT IS TO SUPPORT AN AIRBORNE AND GROUND-BASED OBSERVING CAMPAIGN TOSTUDY THE PHYSICAL CONDITIONS EXPERIENCED DURING RE-ENTRY,NON,12,B,2,,2010-09-20 00:00:00
NNX13AK19A,2,,SAI EXEMPT,96590.00,0.00,96590.0,0.00,,0.00,2013-11-07,2013-11-07,2016-05-19,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,05,CHARACTERIZATION OF THE MARTIAN SURFACE VIA ORBIT AND LANDED INVESTIGATIONS IS PROPOSED HERE. WE WILL BE ANALYZING DATA COLLECTED BY THE MARS RECONNA,NON,12,B,2,,2014-04-04 00:00:00
NNX14AB82G,0,,SAI EXEMPT,70938.00,0.00,70938.0,0.00,,,2013-12-13,2013-12-04,2016-12-03,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,04,THE CENTRAL OBJECTIVE OF THIS PROPOSAL IS:  PERFORM UNIFORM STATE-OF-THE-ART LIGHTCURVE MODELING WITH KEPLER'S LIST OF PLANETARY CANDIDATES (KEPLER O,NON,12,A,2,,2014-04-04 00:00:00
NNX14AE89G,0,,SAI EXEMPT,23108.00,0.00,23108.0,0.00,,0.00,2014-03-12,2014-02-28,2017-02-27,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,04,"HERE WE PROPOSE THE ""REFLIGHT OF THE STRATOSPHERIC TERAHERTZ OBSERVATORY: STO-2"". STO-2 WILL ADDRESS A KEY PROBLEM IN MODERN ASTROPHYSICS, UNDERSTAND",NON,12,A,2,,2015-08-05 00:00:00
NNX17AE71G,1,,SAI EXEMPT,47028.00,,47028.00,,,,2017-09-26,2017-09-26,2020-01-24,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49651,MOUNTAIN VIEW               ,085,SANTA CLARA,CA,CALIFORNIA,94043,5203,18,,,,USA,UNITED STATES,CA49651,MOUNTAIN VIEW               ,085,SANTA CLARA,CALIFORNIA,94043-5203,18,,43.001,SCIENCE,04,THE EXTRAORDINARY INFRARED INSTRUMENTS ON THE JAMES WEBB SPACE TELESCOPE JWST WILL TRANSFORM THE FIELD OF COSMIC SPECTROSCOPY. WE PROPOSE TO SUPPLY THE ASTRONOMICAL COMMUNITY WITH THEORETICAL AND EXPERIMENTAL SPECTRA OF A WIDE RANGE OF POLYCYCLIC AROMATIC HYDROCARBONS PAHS AND PAH CLUSTERS AND TO USE OUR IR ABSORPTION SPECTRA TO CALCULATE EMISSION SPECTRA THAT WILL BE CRUCIAL IN INTERPRETING THE NEW OBSERVATIONAL DATA.THE INFRARED SPACE OBSERVATORY AND SPITZER SPACE TELESCOPES HAVE SHOWN THAT THE MID IR EMISSION SPECTRUM OF THE INTERSTELLAR MEDIUM IS DOMINATED BY STRONG BANDS AT  MICRONS SUPERIMPOSED UPON BROAD UNDERLYING PLATEAUS GENERALLY ATTRIBUTED TO PAHS  PAH CLUSTERS AND VERY SMALL GRAINS. DESPITE THE LIMITED SPECTRAL AND SPATIAL RESOLUTION OF THESE DATA  DETAILED ANALYSIS HAS REVEALED THAT EACH BAND IS  IN FACT  A BLEND OF MULTIPLE EMISSION FEATURES. SUBTLE VARIATIONS IN THE BAND BLENDING CAN BE DETECTED EVEN FOR SPECTRA MEASURED AT DIFFERENT POSITIONS WITHIN A SINGLE ASTRONOMICAL SOURCE. THESE VARIATIONS CAN BE SEEN TO ARISE FROM MULTIPLE PAH AND PAH RELATED CARRIERS THAT ARE EACH RESPONDING DIFFERENTLY TO THE LOCAL PHYSICAL CONDITIONS. THE JAMES WEBB SPACE TELESCOPE HAS NEAR IR AND MID IR INSTRUMENTS  NIRSPEC AND MIRI  WITH AN EXTREMELY HIGH SPECTRAL RESOLUTION  SPATIAL RESOLUTION  AND SENSITIVITY THAT WILL REVOLUTIONIZE INFRARED ASTRONOMY. THESE INSTRUMENTS WILL PROVIDE SPATIAL MAPS ON A SUB ARCSECOND SCALE WITH AN UNPRECEDENTED LEVEL OF SPECTRAL DETAIL  ALLOWING DETAILED STUDY OF THE INTERRELATIONSHIP OF THE INDIVIDUAL COMPONENTS WITHIN EACH EMISSION BAND. THIS WILL PROVIDE A CRITICAL INSIGHT INTO THE MOLECULAR CHARACTERISTICS OF THE EMITTING SPECIES AND THEIR  PHOTOCHEMICAL EVOLUTION IN SPACE.EXPLOITATION OF THESE ASTRONOMICAL SPECTRA REQUIRES FUNDAMENTAL DATA ON POTENTIAL EMITTING SPECIES THAT FULLY ACCOUNT FOR ALL ASTROPHYSICALLY RELEVANT MATERIALS. OVER THE LAST TWO DECADES  SPECTRA OF NEUTRAL AND CHARGED PAHS HAVE BEEN CALCULATED USING QUANTUM THEORY. DUE TO COMPUTATIONAL LIMITATIONS  THIS DATA SET IS BIASED TOWARDS SMALLER OR HIGHLY SYMMETRIC SPECIES. IN ADDITION  CONTINUED ANALYSIS OF THE MID IR EMISSION BANDS BY SEVERAL RECENT SPITZER STUDIES  HAS DEMONSTRATED THAT PAHS AND PAH CLUSTERSWITH LESS SYMMETRIC STRUCTURES CONTAINING BAY REGIONS ARE MORE IMPORTANT FOR UNDERSTANDING THE IR EMISSION BANDS THAN HAD PREVIOUSLY BEEN REALIZED. THE CURRENTLY AVAILABLE INFRARED DATA SET ON LESS SYMMETRIC PAHS AND PAH CLUSTERS IS INSUFFICIENT TO EXPLOIT THE ASTRONOMICAL DATA.ADVANCES IN COMPUTING POWER NOW ALLOW SPECTRA FOR A MUCH WIDER RANGE OF SPECIES TO BE CALCULATED. IN SUPPORT OF THE ANALYSIS OF SPITZER DATA AND THE UPCOMING JWST MISSION  WE THEREFORE PROPOSE TO CALCULATE THE 3 20 MICRON SPECTRA OF ISOLATED AS WELL AS CLUSTERED NEUTRAL AND CHARGED PAHS CONTAINING UP TO 150 CARBON ATOMS AND WITH A WIDE RANGE OF COMPACT STRUCTURES AND ERODED STRUCTURES WITH IRREGULAR SHAPES CONTAINING BAY REGIONS  COVES  AND FJORDS. THESE THEORETICAL DATA WILL BE VALIDATED BY A DEDICATED LABORATORY STUDY OF PAH SPECIES AND THEIR CLUSTERS. THESE IR ABSORPTION SPECTRA WILL BE USED TO CALCULATE EMISSION SPECTRA THAT CAN BE DIRECTLY COMPARED TO EXISTING ASTRONOMICAL OBSERVATIONS AND THAT WILL BE USED TO GUIDE OUR QUANTUM CHEMICAL AND EXPERIMENTAL STUDIES ONRELEVANT SPECIES FOR SUPPORT OF EARLY RELEASE SCIENCE PROPOSALS FOR JWST.,NON,M,B,2,,2017-10-18 15:28:22.310255
NNX13AK68G,3,,SAI EXEMPT,0.00,0.00,0.0,0.00,,0.00,2016-01-25,2016-01-25,2017-05-28,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,04,"THE OVERALL GOALS OF THE PROPOSED MARS RESEARCH ARE TO IDENTIFY LOCATIONS, AREAS, SEASONS, AND TIMES-OF-DAY WITHIN A 10X10 DEGREE STUDY AREA (GREATER",NON,12,B,2,,2016-02-19 00:00:00
NNX12AG91A,8,,SAI EXEMPT,31112.00,0.00,31112.0,0.00,,0.00,2016-03-04,2016-03-04,2016-03-07,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,05,ADVANCING THE SEARCH FOR LIFE ON MARS THROUGH ROBOTIC EXPLORATION AND FIELD ANALOGUE RESEARCH I PROPOSE TO ADVANCE THE SEARCH FOR LIFE ON MARS BY ADD,NON,12,B,2,,2016-04-05 00:00:00
NNX14AH97A,6,,SAI EXEMPT,126000.00,0.00,126000.0,0.00,,,2016-03-21,2016-03-21,2020-04-22,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,05,"IN APRIL 2013, THE TRANSITING EXOPLANET SURVEY SATELLITE TESS WAS SELECTED FOR FLIGHT IN AUGUST 2017 BY NASAS EXPLORER PROGRAM TO DISCOVER THE 1,000",NON,12,B,2,,2016-04-20 00:00:00
